bot_hp,enemy_hp,distance,bot_x,enemy_x,bot_cooldown,enemy_last_action,time_left,action
85.0,67.0,1.68,8.32,10.0,4,move_right,94.5,idle
100.0,100.0,3.03,4.17,7.2,0,kick,97.9,move_right
61.0,37.0,0.82,4.91,5.74,1,jump,94.6,idle
85.0,91.0,1.18,5.81,7.0,0,move_left,96.1,punch
100.0,100.0,3.28,4.59,7.87,0,move_left,97.8,punch
70.0,91.0,1.02,5.78,6.8,0,punch,97.3,jump
64.0,94.0,1.62,4.44,6.06,0,move_right,96.8,jump
100.0,100.0,6.22,2.22,8.45,0,punch,98.4,move_right
1.0,25.0,0.74,5.53,6.27,0,kick,92.1,block
76.0,67.0,1.52,8.48,10.0,2,punch,92.4,idle
67.0,91.0,0.75,5.97,6.72,1,punch,93.9,block
100.0,100.0,3.33,4.32,7.65,0,block,97.5,move_right
13.0,22.0,0.24,7.31,7.54,2,move_left,91.2,idle
100.0,100.0,6.93,0.9,7.82,0,kick,98.8,move_right
13.0,55.0,0.77,4.41,5.18,0,move_right,92.3,move_right
100.0,100.0,3.84,4.32,8.15,0,move_left,97.2,move_right
91.0,94.0,1.61,5.06,6.68,0,block,96.2,jump
70.0,70.0,0.28,6.32,6.59,1,kick,95.0,punch
22.0,73.0,0.16,7.81,7.64,0,move_left,90.3,move_left
25.0,52.0,0.17,9.43,9.6,0,punch,90.5,block
22.0,52.0,0.01,7.16,7.15,0,special,90.8,block
100.0,100.0,2.48,4.58,7.06,0,punch,98.6,jump
46.0,64.0,0.24,5.62,5.38,0,kick,93.2,block
100.0,100.0,6.2,3.8,10.0,0,punch,98.5,jump
34.0,73.0,1.09,7.66,8.74,0,idle,94.2,punch
100.0,100.0,1.43,7.06,8.49,3,idle,97.6,idle
37.0,88.0,0.79,4.22,5.01,3,idle,95.8,idle
37.0,34.0,0.99,6.48,7.46,2,punch,90.7,block
79.0,49.0,0.88,8.5,9.37,3,special,94.7,block
43.0,49.0,0.65,6.01,6.66,0,move_right,94.3,punch
25.0,25.0,1.34,5.93,4.6,0,punch,87.1,block
73.0,25.0,0.01,5.55,5.56,0,idle,90.6,kick
10.0,64.0,0.09,6.98,7.07,3,block,93.1,idle
22.0,55.0,0.59,4.77,5.36,0,punch,93.9,jump
76.0,76.0,1.05,8.65,9.7,2,move_left,93.6,idle
100.0,100.0,1.52,7.58,9.1,0,move_left,97.0,punch
4.0,7.0,1.19,5.19,6.38,0,punch,91.8,block
100.0,100.0,6.17,3.32,9.49,0,idle,98.7,jump
64.0,79.0,1.46,5.93,7.39,3,idle,94.9,idle
43.0,76.0,0.88,8.18,7.3,0,jump,92.8,kick
94.0,100.0,1.23,7.57,8.8,0,punch,95.3,block
100.0,100.0,3.45,5.24,8.69,0,move_right,97.5,move_right
100.0,100.0,5.11,3.07,8.18,0,idle,98.5,move_right
100.0,94.0,1.14,6.9,8.04,2,move_left,96.3,idle
100.0,94.0,1.34,8.66,10.0,2,jump,94.3,idle
43.0,79.0,1.84,2.95,4.78,0,move_left,95.3,move_right
13.0,52.0,0.08,6.67,6.75,0,kick,91.8,block
100.0,100.0,6.08,3.92,10.0,0,special,98.1,move_right
28.0,31.0,0.66,5.91,6.57,3,kick,92.4,block
100.0,100.0,2.0,5.9,7.89,0,punch,98.5,move_right
19.0,55.0,0.56,6.23,6.79,0,move_right,92.9,move_right
100.0,100.0,5.9,1.95,7.85,0,move_left,98.7,move_right
49.0,49.0,1.81,8.19,10.0,0,punch,91.2,move_right
52.0,37.0,0.73,5.77,6.49,3,idle,92.9,move_left
10.0,73.0,0.61,7.14,7.75,0,punch,92.9,block
100.0,100.0,3.29,6.41,9.7,0,idle,96.2,move_right
82.0,100.0,1.36,5.05,6.41,0,special,96.0,block
58.0,100.0,1.32,7.0,8.32,0,punch,94.8,block
40.0,73.0,0.14,7.51,7.64,3,idle,91.9,idle
100.0,100.0,2.04,5.1,7.14,0,kick,98.3,move_right
55.0,67.0,1.62,5.8,7.42,0,move_right,93.2,move_right
43.0,40.0,1.19,4.29,5.48,5,punch,94.2,block
100.0,100.0,2.03,6.46,8.49,0,idle,97.9,move_right
100.0,100.0,7.53,0.6,8.12,0,idle,99.0,move_right
28.0,10.0,0.52,7.44,7.96,3,kick,89.3,block
100.0,100.0,1.54,3.55,5.08,5,punch,98.5,idle
37.0,34.0,1.01,4.05,5.06,3,punch,91.4,block
100.0,91.0,1.28,5.11,6.39,2,move_left,97.3,idle
22.0,52.0,0.91,9.09,10.0,6,idle,89.5,idle
94.0,82.0,1.28,7.71,8.99,2,move_left,95.8,idle
100.0,82.0,0.77,7.02,7.8,5,idle,96.6,idle
85.0,100.0,1.7,3.91,5.61,2,move_right,96.3,idle
100.0,100.0,1.57,3.61,5.18,0,idle,98.5,punch
91.0,91.0,1.13,7.36,8.49,3,idle,96.3,idle
61.0,76.0,0.25,6.01,6.26,0,punch,95.6,block
43.0,31.0,1.55,4.53,6.08,1,idle,93.4,idle
100.0,100.0,3.96,2.92,6.88,0,idle,98.3,move_right
100.0,100.0,7.0,0.89,7.89,0,punch,98.9,move_left
88.0,82.0,0.91,7.52,8.43,4,move_left,96.4,idle
88.0,85.0,1.45,4.37,5.82,3,idle,95.1,idle
73.0,79.0,0.5,8.6,9.1,3,move_right,93.4,idle
100.0,100.0,1.38,7.24,8.62,0,idle,96.7,kick
46.0,28.0,1.63,8.03,9.66,0,move_right,90.9,move_right
82.0,91.0,1.34,7.06,8.4,1,kick,97.4,kick
100.0,100.0,1.86,6.22,8.08,5,kick,97.1,idle
40.0,79.0,0.76,5.47,6.23,2,move_left,95.4,idle
67.0,76.0,0.45,7.64,8.09,0,punch,93.5,jump
76.0,91.0,1.39,5.82,7.21,3,special,96.8,idle
25.0,22.0,0.6,6.91,7.5,0,move_left,88.2,punch
88.0,100.0,1.49,7.76,9.25,1,special,95.7,idle
76.0,91.0,1.39,5.82,7.21,0,punch,97.1,block
79.0,55.0,0.59,5.55,4.96,0,jump,92.5,punch
40.0,85.0,0.93,5.15,6.08,1,kick,94.5,block
37.0,34.0,0.76,3.56,4.32,0,punch,93.5,block
52.0,61.0,0.86,5.93,6.79,3,idle,93.7,idle
91.0,76.0,1.86,7.52,9.38,0,move_right,93.6,jump
10.0,19.0,0.61,7.15,7.76,5,kick,86.1,block
79.0,94.0,1.63,5.35,6.98,0,move_right,96.7,move_right
85.0,100.0,1.36,7.3,8.66,0,idle,95.5,punch
22.0,43.0,1.02,6.7,7.72,0,kick,89.9,jump
100.0,91.0,1.22,7.73,8.95,2,idle,97.0,idle
67.0,70.0,1.12,7.22,8.34,1,move_left,92.6,idle
61.0,73.0,1.86,6.36,8.22,4,jump,93.2,idle
82.0,100.0,1.62,3.84,5.46,1,kick,98.1,idle
10.0,19.0,0.47,5.68,5.21,1,punch,91.3,block
73.0,67.0,0.76,3.86,4.62,5,block,97.3,idle
34.0,73.0,0.42,3.94,3.52,0,punch,95.2,block
28.0,22.0,0.75,3.87,4.62,2,idle,93.6,idle
46.0,46.0,1.33,7.07,8.41,4,punch,92.2,idle
100.0,100.0,1.93,7.64,9.57,0,punch,96.8,move_right
73.0,55.0,1.16,8.54,9.7,6,jump,94.8,idle
94.0,100.0,1.25,7.25,8.5,3,punch,96.9,idle
67.0,73.0,0.42,6.14,6.56,0,punch,96.3,block
4.0,22.0,0.38,5.48,5.86,0,jump,92.0,kick
58.0,73.0,1.2,5.44,6.64,0,move_left,94.6,kick
100.0,100.0,2.94,5.21,8.14,0,move_right,98.5,move_right
49.0,67.0,0.62,3.68,3.06,0,move_left,93.0,block
25.0,55.0,0.62,3.68,3.06,0,move_right,91.4,move_left
7.0,58.0,0.03,7.29,7.27,2,punch,90.6,block
43.0,70.0,1.35,7.51,8.86,0,kick,93.5,block
100.0,94.0,1.34,8.66,10.0,0,move_right,94.5,kick
52.0,70.0,0.87,7.18,8.05,0,block,92.8,kick
100.0,91.0,1.58,5.11,6.69,1,move_right,97.2,idle
85.0,85.0,1.15,7.35,8.5,2,move_left,96.5,idle
100.0,100.0,6.75,2.78,9.53,0,move_left,98.9,move_right
100.0,100.0,6.08,1.87,7.95,0,move_left,98.8,move_right
67.0,22.0,0.66,7.82,8.48,2,move_left,89.5,idle
16.0,58.0,0.22,7.51,7.29,0,punch,90.8,block
34.0,43.0,0.52,7.43,7.96,3,kick,91.8,block
37.0,70.0,1.3,6.04,7.33,1,punch,92.1,idle
100.0,100.0,2.22,3.24,5.46,0,move_left,98.9,jump
52.0,58.0,1.34,8.66,10.0,2,punch,90.0,idle
76.0,82.0,1.44,3.4,4.84,2,move_right,96.9,idle
94.0,100.0,1.87,6.95,8.82,0,kick,95.9,move_right
100.0,85.0,0.31,8.81,8.5,0,jump,93.9,special
100.0,100.0,2.43,4.2,6.62,0,punch,97.2,move_right
100.0,100.0,0.83,5.49,6.32,3,move_left,96.6,idle
16.0,73.0,0.11,8.56,8.44,0,punch,92.7,block
16.0,61.0,0.16,8.48,8.63,0,kick,89.9,block
70.0,55.0,1.1,6.61,7.71,3,block,95.2,idle
76.0,88.0,1.53,7.87,9.4,3,kick,93.9,idle
16.0,61.0,0.33,6.6,6.27,0,move_left,93.3,move_left
100.0,100.0,7.43,0.13,7.56,0,move_right,98.7,jump
28.0,73.0,0.19,8.56,8.74,0,idle,93.1,move_right
40.0,46.0,1.13,5.49,6.62,3,kick,92.5,block
82.0,94.0,1.33,5.77,7.09,0,kick,97.5,block
100.0,82.0,1.39,4.02,5.41,6,idle,98.8,move_right
61.0,61.0,1.36,8.21,9.57,0,punch,90.0,move_right
10.0,82.0,1.04,8.36,9.4,0,punch,92.5,block
10.0,25.0,0.95,8.45,9.4,4,punch,92.2,block
22.0,70.0,0.91,9.09,10.0,0,punch,89.7,block
64.0,82.0,1.58,6.28,7.87,1,block,95.1,idle
100.0,94.0,1.52,7.58,9.1,1,punch,96.7,idle
79.0,76.0,1.36,7.58,8.93,2,kick,95.6,idle
100.0,82.0,1.62,4.6,6.22,5,kick,97.6,idle
52.0,49.0,1.09,5.82,6.91,1,punch,93.6,block
100.0,100.0,4.26,4.12,8.38,1,move_left,98.3,idle
100.0,100.0,6.5,1.65,8.15,0,jump,98.8,move_right
100.0,100.0,2.11,4.79,6.9,0,move_right,97.1,kick
85.0,88.0,0.93,6.27,7.2,3,move_left,93.4,idle
55.0,76.0,1.59,4.08,5.66,0,punch,97.3,punch
79.0,55.0,1.48,8.52,10.0,1,punch,92.0,idle
4.0,61.0,0.94,3.55,2.61,1,punch,93.1,block
64.0,85.0,0.98,3.67,4.65,2,move_left,96.7,idle
85.0,100.0,1.48,6.19,7.67,0,kick,97.2,block
82.0,76.0,1.22,7.73,8.95,0,idle,95.0,punch
40.0,64.0,0.74,7.13,6.4,0,move_right,90.3,block
100.0,100.0,1.8,6.62,8.42,0,move_left,96.5,move_right
16.0,43.0,1.25,8.45,9.7,1,block,92.7,idle
100.0,100.0,2.78,2.7,5.48,0,kick,98.2,move_right
22.0,28.0,0.13,5.68,5.81,0,kick,91.8,jump
46.0,73.0,1.64,7.66,9.3,3,special,94.2,idle
82.0,58.0,0.46,4.42,4.87,0,kick,95.8,block
52.0,100.0,1.45,5.23,6.68,2,move_left,94.6,idle
88.0,94.0,2.35,3.47,5.82,0,punch,95.8,jump
46.0,37.0,1.28,6.59,7.87,2,move_left,91.3,idle
64.0,94.0,1.32,4.44,5.76,1,punch,96.9,idle
100.0,100.0,6.92,2.08,9.0,3,punch,98.9,idle
55.0,73.0,0.27,6.27,6.0,3,move_left,91.9,idle
100.0,100.0,2.34,5.21,7.56,3,punch,97.2,idle
85.0,76.0,1.51,6.55,8.06,4,move_right,91.5,idle
16.0,70.0,0.29,7.74,7.45,0,jump,92.1,move_left
64.0,52.0,1.55,4.53,6.08,3,kick,94.8,idle
7.0,55.0,0.27,5.98,6.25,0,idle,90.0,move_right
19.0,40.0,0.38,5.48,5.86,2,punch,93.0,block
4.0,67.0,0.14,8.64,8.5,0,move_left,91.5,move_left
37.0,40.0,1.6,7.22,8.81,5,special,92.7,idle
94.0,82.0,0.98,7.71,8.69,1,move_left,95.7,idle
94.0,79.0,1.0,8.7,9.7,3,punch,94.0,block
46.0,85.0,1.23,5.15,6.38,3,kick,95.9,idle
100.0,100.0,1.9,6.4,8.3,0,move_right,97.4,move_right
70.0,79.0,1.33,6.77,8.11,1,move_right,94.8,idle
25.0,73.0,0.9,9.1,10.0,0,idle,93.0,move_right
94.0,85.0,1.75,7.35,9.1,1,kick,96.8,idle
85.0,76.0,0.58,6.32,6.89,0,move_right,95.7,punch
34.0,64.0,1.18,7.69,8.87,1,kick,92.3,block
10.0,82.0,0.35,6.65,7.0,0,idle,94.0,move_right
82.0,76.0,0.43,6.07,6.49,0,move_right,95.7,punch
25.0,61.0,1.06,6.42,7.48,1,jump,92.1,idle
43.0,61.0,1.33,6.5,7.83,0,move_right,94.9,kick
100.0,88.0,2.14,3.53,5.67,0,punch,98.2,move_right
82.0,82.0,1.1,6.2,7.29,2,idle,97.9,idle
7.0,61.0,0.26,4.57,4.83,0,punch,93.5,block
100.0,100.0,4.95,3.98,8.93,0,special,98.3,idle
13.0,55.0,0.77,4.71,5.48,0,move_right,92.2,move_right
49.0,76.0,0.93,8.47,9.4,2,move_left,91.0,idle
70.0,82.0,1.07,7.63,8.7,4,move_right,95.5,idle
73.0,40.0,1.18,8.5,9.67,2,move_right,93.9,idle
22.0,13.0,0.64,4.43,5.07,2,idle,91.4,idle
100.0,100.0,4.13,4.96,9.09,0,jump,98.7,move_right
13.0,37.0,0.44,8.66,9.1,0,idle,87.9,kick
58.0,79.0,1.87,7.83,9.7,1,idle,94.6,idle
76.0,79.0,1.46,7.37,8.83,1,punch,95.2,move_left
100.0,100.0,2.85,7.15,10.0,0,move_right,96.2,move_right
100.0,100.0,5.68,2.49,8.17,0,kick,98.7,jump
94.0,70.0,0.67,8.13,8.8,2,idle,94.1,idle
91.0,85.0,1.61,5.36,6.98,1,jump,95.7,idle
79.0,67.0,0.79,7.71,8.5,3,idle,93.5,idle
100.0,100.0,2.98,5.12,8.09,0,move_left,98.4,jump
100.0,100.0,2.86,2.38,5.24,0,move_right,98.4,move_right
55.0,73.0,0.89,4.29,5.18,3,move_left,95.4,idle
49.0,46.0,1.69,6.44,8.14,2,special,93.2,idle
58.0,31.0,0.92,5.99,6.9,3,block,89.9,idle
100.0,100.0,5.23,3.2,8.43,0,punch,98.3,move_right
91.0,85.0,1.51,6.54,8.05,1,punch,95.6,idle
100.0,100.0,2.65,2.83,5.48,0,jump,98.4,jump
1.0,67.0,0.6,10.0,9.4,2,move_left,89.6,idle
100.0,100.0,9.48,0.44,9.92,0,jump,98.9,move_right
55.0,28.0,1.53,6.6,8.12,2,move_right,91.9,idle
4.0,52.0,0.17,5.4,5.23,0,move_left,92.4,move_left
82.0,91.0,1.64,7.06,8.7,1,kick,97.1,idle
52.0,37.0,1.03,5.77,6.79,3,move_right,93.4,kick
91.0,91.0,2.16,6.92,9.08,0,special,94.9,move_right
70.0,85.0,1.78,8.2,9.98,0,move_right,94.3,move_right
4.0,67.0,0.16,8.34,8.5,0,special,91.0,block
100.0,100.0,6.0,0.61,6.6,0,punch,98.7,jump
100.0,88.0,1.56,5.46,7.02,0,move_right,95.4,kick
13.0,61.0,0.06,6.38,6.32,0,idle,90.6,move_left
79.0,94.0,1.63,5.05,6.68,2,move_right,97.1,idle
100.0,100.0,3.91,4.03,7.93,0,idle,99.0,move_right
94.0,100.0,1.04,7.51,8.54,1,idle,94.9,idle
28.0,58.0,1.58,5.71,7.29,0,move_right,91.8,move_right
100.0,100.0,1.02,7.85,8.87,0,move_left,97.8,punch
91.0,94.0,1.27,4.02,5.29,0,move_left,96.9,punch
76.0,85.0,1.51,7.93,9.43,0,punch,95.5,kick
31.0,58.0,1.34,5.19,6.52,2,punch,93.9,idle
13.0,64.0,0.67,6.61,7.28,0,block,92.5,move_right
100.0,100.0,4.15,3.4,7.55,0,punch,98.1,jump
67.0,76.0,1.26,6.82,8.08,5,move_left,93.8,idle
34.0,13.0,1.37,7.62,9.0,3,punch,90.4,idle
13.0,58.0,0.26,8.57,8.83,0,special,90.2,block
64.0,100.0,1.58,4.71,6.29,0,special,96.2,punch
100.0,100.0,4.31,2.06,6.38,0,punch,98.6,move_right
100.0,100.0,5.52,2.9,8.42,0,punch,98.6,move_right
31.0,55.0,0.8,4.62,5.42,1,punch,93.8,block
100.0,100.0,2.35,5.11,7.46,0,jump,98.3,move_right
49.0,94.0,1.52,7.14,8.66,0,idle,92.4,special
40.0,85.0,0.93,5.15,6.08,2,move_left,94.6,idle
34.0,46.0,0.08,7.22,7.14,1,move_left,90.0,idle
43.0,64.0,1.4,4.62,6.02,3,jump,95.2,idle
13.0,64.0,0.26,7.57,7.84,0,block,91.4,move_right
100.0,100.0,3.63,3.72,7.35,0,move_right,98.2,kick
100.0,100.0,7.32,1.59,8.91,1,idle,98.1,idle
40.0,70.0,0.29,8.06,8.35,3,kick,92.3,move_right
82.0,85.0,0.43,6.07,6.49,0,jump,96.7,punch
34.0,40.0,1.32,6.9,8.22,0,idle,93.0,punch
22.0,67.0,0.26,4.56,4.82,0,kick,93.2,block
100.0,100.0,3.98,2.41,6.39,0,punch,98.9,move_right
58.0,34.0,0.88,8.5,9.37,2,idle,93.1,idle
55.0,28.0,1.83,6.9,8.72,0,idle,91.1,move_right
100.0,100.0,4.2,4.22,8.42,0,kick,97.6,move_right
100.0,100.0,3.92,2.09,6.0,0,move_left,98.9,move_right
37.0,16.0,1.18,8.5,9.67,3,punch,92.0,block
100.0,100.0,5.74,3.9,9.63,0,move_right,97.7,move_right
100.0,100.0,1.33,6.5,7.83,0,block,96.9,kick
100.0,100.0,2.05,6.7,8.75,3,move_left,95.6,idle
88.0,82.0,1.85,7.85,9.7,3,kick,95.9,idle
13.0,58.0,0.34,8.17,7.84,2,move_left,90.5,idle
31.0,43.0,1.33,6.8,8.13,1,jump,92.9,special
40.0,37.0,0.1,8.6,8.5,2,punch,90.8,block
64.0,82.0,1.21,5.39,6.6,0,jump,94.9,punch
13.0,43.0,1.02,6.7,7.72,0,jump,89.4,kick
100.0,100.0,1.76,7.94,9.7,0,move_right,95.8,jump
79.0,91.0,0.59,7.76,8.35,0,idle,94.7,punch
100.0,85.0,1.44,7.01,8.44,0,block,96.2,punch
4.0,64.0,0.1,8.74,8.83,0,punch,88.4,block
100.0,100.0,2.99,6.55,9.53,0,kick,96.5,move_right
61.0,82.0,1.31,7.49,8.8,0,idle,95.1,punch
100.0,100.0,3.12,4.79,7.92,0,move_left,97.6,move_right
76.0,88.0,0.83,7.07,7.9,0,jump,95.1,kick
82.0,94.0,1.63,5.47,7.09,1,special,97.7,idle
82.0,94.0,0.16,7.13,7.3,0,special,94.2,jump
100.0,100.0,4.46,5.24,9.7,0,punch,96.9,move_right
61.0,94.0,1.36,4.87,6.23,3,kick,97.8,idle
67.0,79.0,0.83,7.07,7.9,2,move_right,94.5,idle
10.0,10.0,1.15,8.25,9.4,1,block,87.9,idle
85.0,100.0,0.72,5.69,6.42,1,idle,96.2,idle
100.0,100.0,4.03,5.92,9.94,3,move_right,96.8,idle
100.0,100.0,3.16,5.22,8.38,0,move_right,97.7,move_right
31.0,46.0,1.28,7.41,8.69,0,punch,91.5,block
79.0,79.0,1.29,6.41,7.7,1,kick,95.2,idle
58.0,85.0,0.68,5.18,5.86,3,jump,96.7,idle
28.0,88.0,0.68,5.01,5.69,1,move_left,94.4,block
79.0,91.0,0.72,8.15,8.87,0,kick,97.0,jump
82.0,100.0,2.22,6.4,8.62,1,punch,96.0,idle
22.0,55.0,0.31,5.07,4.76,0,move_left,93.5,move_left
85.0,67.0,1.29,6.3,7.59,2,move_left,96.1,idle
100.0,100.0,1.86,4.72,6.58,0,move_right,97.0,move_right
13.0,94.0,0.14,5.05,4.91,0,move_left,94.1,move_left
79.0,46.0,0.22,5.12,4.9,6,move_left,96.5,idle
28.0,7.0,1.37,7.62,9.0,3,idle,89.9,idle
100.0,100.0,2.29,7.11,9.4,0,move_right,96.1,move_right
100.0,100.0,2.67,4.44,7.11,0,move_left,98.0,jump
100.0,100.0,3.58,3.79,7.37,0,kick,98.8,move_right
100.0,94.0,0.46,7.13,7.6,2,move_left,94.4,idle
76.0,94.0,1.53,7.87,9.4,0,punch,94.0,punch
100.0,100.0,1.92,6.1,8.02,0,punch,97.8,move_right
16.0,70.0,0.18,5.69,5.52,0,punch,92.6,block
100.0,82.0,0.28,6.32,6.59,0,idle,97.2,punch
100.0,100.0,2.0,6.15,8.15,0,punch,96.9,move_right
82.0,82.0,1.12,6.32,7.44,1,jump,93.1,idle
61.0,73.0,0.97,3.72,4.69,3,punch,93.9,block
100.0,82.0,1.62,4.6,6.22,6,move_right,97.7,idle
94.0,73.0,1.33,4.5,5.83,2,punch,96.8,idle
67.0,67.0,1.5,7.4,8.9,3,punch,94.6,idle
100.0,100.0,2.59,6.76,9.34,0,move_right,96.9,jump
34.0,25.0,1.04,5.53,6.57,1,kick,93.4,block
100.0,100.0,3.96,4.22,8.18,0,move_right,97.6,move_right
10.0,13.0,0.77,5.68,4.91,3,kick,91.1,block
91.0,94.0,1.32,7.89,9.21,3,block,94.4,idle
58.0,46.0,0.98,7.05,8.03,3,punch,93.2,block
28.0,73.0,1.39,7.66,9.04,1,jump,93.9,idle
100.0,88.0,1.59,4.95,6.54,2,block,96.4,idle
19.0,52.0,0.68,6.07,6.75,0,move_right,92.4,move_right
70.0,79.0,0.44,7.13,6.7,1,move_left,93.2,idle
67.0,58.0,0.14,7.67,7.81,4,jump,95.1,idle
100.0,100.0,3.91,4.35,8.26,0,kick,97.6,special
49.0,61.0,1.7,7.31,9.01,0,move_right,94.0,move_right
100.0,100.0,3.71,2.66,6.38,1,idle,97.7,idle
67.0,82.0,0.97,4.02,4.99,3,idle,94.6,idle
100.0,94.0,1.09,6.28,7.37,0,kick,97.4,block
79.0,49.0,1.18,8.52,9.7,1,punch,91.6,block
10.0,46.0,0.3,5.24,4.94,3,kick,87.9,block
100.0,100.0,1.62,6.59,8.21,0,move_left,96.9,move_right
10.0,55.0,0.2,9.6,9.4,0,idle,90.0,move_left
70.0,85.0,0.78,7.24,8.02,0,move_left,95.3,kick
25.0,94.0,0.55,5.83,6.38,0,punch,93.4,block
70.0,61.0,0.43,5.98,6.41,6,idle,94.1,idle
73.0,55.0,1.58,4.2,5.78,2,kick,95.5,special
16.0,73.0,0.41,8.56,8.14,0,move_left,92.6,move_left
40.0,64.0,1.04,7.13,6.1,0,punch,90.5,block
100.0,100.0,1.32,5.49,6.81,2,punch,97.7,idle
100.0,100.0,2.99,6.85,9.83,0,move_right,96.4,jump
100.0,100.0,2.22,2.51,4.74,0,punch,98.6,move_right
100.0,100.0,5.79,2.5,8.29,0,move_left,98.6,move_right
1.0,31.0,1.0,7.22,8.21,4,kick,91.2,block
64.0,76.0,0.74,8.66,9.4,5,move_left,91.1,idle
4.0,64.0,0.2,9.34,9.13,0,jump,88.1,punch
64.0,67.0,1.55,8.15,9.7,1,move_left,95.7,idle
67.0,85.0,1.1,5.41,6.51,2,punch,93.8,block
49.0,58.0,1.09,6.14,7.24,3,kick,94.2,block
25.0,82.0,0.29,8.78,9.07,0,jump,95.7,move_right
58.0,76.0,1.33,5.65,6.98,0,jump,95.3,special
43.0,25.0,1.42,7.44,8.86,0,kick,90.0,block
100.0,100.0,3.0,6.02,9.02,0,block,96.8,move_right
100.0,100.0,2.87,5.83,8.7,0,move_right,98.1,move_right
13.0,37.0,0.44,8.66,9.1,3,jump,87.8,idle
100.0,100.0,1.88,4.1,5.98,0,punch,98.9,jump
88.0,82.0,1.29,6.81,8.1,2,kick,97.3,idle
55.0,88.0,1.36,4.87,6.23,5,idle,96.8,jump
40.0,52.0,0.61,8.36,7.75,5,move_left,92.0,idle
100.0,100.0,2.05,6.7,8.75,1,kick,95.4,idle
94.0,94.0,1.31,7.49,8.8,0,move_right,95.9,punch
34.0,22.0,0.13,4.56,4.43,0,move_left,91.9,kick
16.0,76.0,0.53,9.35,8.82,0,move_left,91.5,move_left
73.0,79.0,1.57,7.93,9.51,3,kick,96.5,idle
34.0,49.0,0.68,4.2,4.88,0,idle,93.0,punch
100.0,100.0,5.52,4.18,9.7,0,kick,96.9,move_right
58.0,82.0,0.48,3.94,4.42,0,move_left,97.3,kick
100.0,91.0,1.28,6.89,8.17,5,move_left,95.9,special
94.0,94.0,1.07,4.26,5.33,0,punch,95.7,block
31.0,64.0,0.8,4.62,5.42,0,move_left,94.1,kick
43.0,64.0,0.43,5.31,4.88,0,move_left,94.0,kick
61.0,76.0,1.39,4.62,6.01,0,punch,96.7,block
91.0,76.0,1.56,7.52,9.08,3,idle,94.1,idle
7.0,58.0,0.16,7.29,7.12,0,move_left,92.0,move_left
100.0,100.0,4.77,2.64,7.41,0,kick,98.6,move_right
55.0,82.0,1.53,8.47,10.0,1,move_right,92.1,idle
31.0,79.0,0.12,5.69,5.82,3,kick,93.3,block
67.0,61.0,1.42,7.22,8.64,1,move_right,92.2,idle
1.0,64.0,0.09,7.88,7.97,0,idle,91.3,move_right
46.0,73.0,2.24,7.66,9.9,0,move_right,93.9,move_right
73.0,58.0,0.55,7.35,7.9,3,idle,95.1,idle
100.0,100.0,5.72,1.44,7.16,0,kick,98.5,jump
25.0,52.0,1.28,5.17,6.45,0,move_right,92.8,move_right
100.0,100.0,3.86,6.14,10.0,0,jump,96.5,move_right
22.0,28.0,1.48,7.69,9.17,3,idle,90.2,idle
1.0,61.0,0.04,5.17,5.13,0,idle,93.0,move_left
100.0,100.0,2.23,4.67,6.91,0,jump,98.9,jump
13.0,31.0,1.5,7.1,8.6,2,kick,91.5,idle
61.0,85.0,1.23,5.15,6.38,0,block,96.4,kick
100.0,100.0,1.84,7.68,9.52,1,idle,97.1,idle
100.0,100.0,6.8,2.51,9.31,0,punch,98.6,move_right
61.0,67.0,1.06,6.42,7.48,0,jump,93.4,punch
64.0,88.0,1.24,3.25,4.48,2,move_right,97.0,idle
1.0,58.0,0.45,8.35,8.8,0,move_right,89.3,move_right
7.0,31.0,0.19,5.82,6.01,0,idle,90.6,punch
100.0,100.0,2.4,3.64,6.04,0,punch,97.8,jump
100.0,76.0,1.24,4.43,5.67,0,kick,96.3,jump
55.0,85.0,0.91,7.44,8.35,2,kick,94.7,block
31.0,34.0,1.51,7.99,9.5,3,punch,91.8,idle
100.0,100.0,2.79,5.21,8.0,0,jump,97.2,move_right
94.0,76.0,1.67,4.94,6.6,5,move_right,97.2,idle
46.0,79.0,1.47,5.57,7.04,2,punch,93.7,idle
22.0,37.0,1.48,7.69,9.17,1,kick,90.5,idle
100.0,100.0,6.2,3.11,9.31,0,punch,98.4,move_right
37.0,43.0,1.01,4.05,5.06,0,block,91.5,kick
76.0,76.0,0.45,8.65,9.1,0,move_left,93.4,punch
4.0,70.0,0.11,7.19,7.3,0,punch,92.1,block
70.0,100.0,1.28,6.27,7.54,4,move_left,94.8,idle
70.0,76.0,0.8,7.22,8.02,0,jump,96.1,punch
10.0,82.0,0.25,6.65,6.4,0,move_left,93.8,move_left
82.0,100.0,1.65,5.67,7.32,0,idle,94.9,move_right
58.0,88.0,1.02,7.0,8.02,3,move_left,94.1,idle
91.0,85.0,0.24,5.81,6.06,4,kick,94.9,block
100.0,79.0,1.58,7.05,8.63,3,idle,95.6,idle
100.0,100.0,2.56,3.58,6.14,1,idle,97.3,idle
100.0,91.0,1.32,6.7,8.02,0,idle,96.4,special
49.0,76.0,0.78,6.58,7.36,0,move_left,93.8,special
88.0,67.0,1.78,8.2,9.97,2,move_right,96.0,idle
4.0,61.0,0.26,3.85,4.11,0,special,94.3,block
100.0,100.0,3.58,4.89,8.47,2,idle,96.8,idle
